trip_time,avg_speed,max_speed,stops_count,acceleration_variation,route_distance,trip_number,time_of_day,weight
42.69,49.79,67.46,4,1.061,23.208,155,18,16.46
73.31,43.72,52.87,3,0.921,34.634,109,8,19.19
105.32,44.35,54.28,8,1.535,41.313,194,5,27.17
46.05,45.82,54.62,3,1.008,22.161,53,1,20.6
68.92,40.84,49.8,3,0.952,30.901,196,14,20.29
27.2,44.09,54.39,6,1.541,11.93,191,6,22.24
19.51,52.25,70.22,3,0.995,11.51,61,18,16.82
239.92,25.45,33.5,11,1.95,50.842,95,14,35.08
108.7,34.87,46.53,7,1.441,34.262,141,1,27.15
65.92,42.88,59.29,2,0.775,30.34,53,16,23.02
61.6,47.13,56.45,4,1.176,29.024,219,6,22.76
157.09,35.59,51.86,3,1.037,55.592,42,20,24.71
54.68,49.51,65.87,5,1.196,28.256,54,0,17.16
34.61,50.98,59.92,6,1.167,19.918,110,8,16.1
19.31,52.15,68.32,2,0.748,11.429,104,0,16.59
103.88,44.26,52.83,6,1.09,47.885,11,15,22.0
149.59,37.93,47.91,3,1.283,55.157,200,11,31.02
148.35,39.74,54.05,9,1.457,54.356,53,12,27.64
22.26,54.62,67.8,2,0.519,15.226,23,16,12.89
67.4,52.35,64.13,0,0.793,39.67,114,21,18.49
71.78,44.43,57.29,5,1.165,33.897,204,9,19.01
40.42,59.28,70.82,5,1.025,27.512,1,13,11.41
136.43,38.72,54.07,7,1.467,48.426,107,14,27.58
118.58,44.14,58.46,2,1.019,52.797,200,21,23.35
22.45,53.86,69.82,2,0.812,13.502,196,4,19.35
10.0,54.57,72.5,3,0.545,6.769,38,12,9.54
28.11,53.82,71.73,5,1.071,16.56,137,20,16.03
106.37,41.65,49.63,0,1.001,48.192,184,6,23.49
136.4,40.87,56.26,5,1.3,53.685,148,8,26.14
101.29,40.92,51.34,5,1.162,41.543,144,10,22.17
10.12,55.48,71.43,1,0.706,7.406,170,16,8.21
69.07,49.13,65.39,3,0.965,36.289,100,16,21.78
56.38,48.64,60.89,5,1.168,28.137,15,3,21.47
134.27,37.54,55.11,6,1.264,46.734,141,4,26.74
97.6,46.85,64.32,3,1.097,45.26,138,19,22.71
29.35,50.81,62.91,6,1.274,16.736,187,16,14.11
64.47,40.06,51.5,8,1.666,22.804,203,12,28.99
33.64,48.33,58.2,3,0.966,17.625,74,10,17.1
81.36,43.96,53.54,6,1.196,33.708,210,23,24.86
15.13,53.11,63.97,1,0.483,10.715,3,21,10.67
83.43,45.14,60.91,6,1.322,37.093,213,9,26.46
45.44,53.96,67.52,0,0.418,31.151,31,8,12.35
75.13,45.13,53.81,4,0.877,35.372,142,20,19.17
125.86,38.37,55.46,4,1.059,49.678,150,8,23.68
77.11,41.54,54.11,4,1.117,31.608,139,9,23.03
121.09,41.4,53.11,6,1.411,47.033,218,22,27.12
180.41,33.99,44.75,7,1.441,54.678,121,2,26.97
14.27,62.11,74.65,0,0.66,11.188,29,16,11.76
19.26,50.59,67.5,3,1.042,10.463,134,16,17.91
24.84,55.99,67.18,6,1.038,16.001,64,9,11.51
137.37,36.05,45.97,7,1.564,43.948,135,4,29.35
95.27,42.4,59.28,6,1.296,39.276,84,20,23.39
68.64,49.78,58.54,2,1.041,37.543,10,19,18.9
99.49,41.96,54.63,10,1.544,41.174,140,20,21.98
50.95,51.77,68.71,2,0.735,30.099,20,8,18.27
31.01,58.17,70.41,4,0.871,21.462,72,23,13.41
25.46,53.42,66.26,3,0.938,16.039,136,18,14.06
169.76,36.86,46.14,10,1.593,54.884,193,5,28.2
36.01,47.09,64.47,4,1.103,19.276,69,11,18.22
44.39,48.93,59.22,3,0.84,24.069,66,7,17.62
115.55,38.07,50.31,4,1.169,43.646,67,12,24.13
91.63,47.55,64.32,4,0.934,45.167,126,4,21.56
60.94,49.92,65.29,1,0.675,33.693,43,17,19.29
65.78,49.11,65.27,5,1.192,33.167,116,11,21.1
135.31,42.89,50.13,6,1.438,56.286,176,15,25.34
53.86,50.05,58.56,1,0.736,30.318,18,15,16.77
212.17,29.13,38.28,11,1.857,52.787,212,15,30.26
155.86,37.39,45.13,3,0.895,57.312,117,18,25.88
15.44,50.87,64.88,2,0.779,9.758,138,15,13.79
106.85,39.35,54.92,5,1.244,40.301,136,12,26.6
134.53,43.36,51.39,4,1.035,56.115,208,14,26.13
56.23,50.19,63.22,4,1.042,29.365,146,15,20.07
58.66,45.67,54.19,5,1.212,26.064,194,19,24.05
47.94,51.26,60.15,5,1.233,25.785,63,11,17.88
91.2,46.35,53.61,5,1.08,45.728,48,7,20.3
137.2,32.47,43.36,9,1.539,40.996,141,6,27.89
52.15,49.99,61.71,4,1.098,29.119,34,4,18.92
81.52,43.1,50.94,4,1.165,36.622,25,14,22.56
87.7,43.44,56.06,3,1.109,37.347,47,17,25.5
36.73,53.66,62.27,1,0.772,21.531,60,7,19.85
11.1,49.63,58.52,1,0.69,6.819,22,12,12.21
10.0,56.39,63.62,1,0.852,6.694,160,8,11.42
54.09,49.52,57.08,3,0.91,29.63,128,21,18.77
82.15,44.84,52.06,4,0.907,41.849,44,21,17.93
139.68,37.12,51.73,6,1.313,53.989,62,23,22.67
189.04,30.03,46.05,9,1.708,49.721,204,20,29.87
42.84,48.37,65.2,2,0.829,24.318,200,20,18.61
79.16,40.22,49.73,4,0.896,34.279,27,13,19.29
80.31,38.42,55.87,5,1.419,29.629,135,13,26.55
29.0,54.24,68.12,4,0.927,17.155,71,7,17.03
26.35,55.38,72.35,2,0.854,17.192,79,18,15.85
129.32,38.91,49.38,6,1.5,49.874,132,7,24.26
17.49,59.69,69.39,2,0.635,12.915,216,8,12.02
15.95,54.07,69.33,1,0.619,10.109,128,22,12.25
39.28,50.28,61.51,3,0.849,20.721,209,0,18.39
80.84,40.34,57.76,4,1.171,31.686,180,2,26.45
14.87,53.59,61.79,4,0.742,8.926,171,18,15.38
52.91,43.41,56.79,5,1.034,24.042,174,16,22.12
164.96,34.26,48.14,9,1.806,49.236,174,18,30.28
39.88,51.87,69.08,1,0.689,25.559,56,11,14.61
67.26,45.13,54.38,1,0.695,37.094,215,0,16.55
142.97,42.78,52.77,6,1.31,56.023,202,7,27.78
96.92,44.03,58.27,3,1.156,42.735,132,20,24.21
95.44,44.7,52.07,4,1.072,41.545,156,15,24.48
150.54,40.03,57.65,4,1.069,56.539,193,21,27.7
14.39,60.98,72.85,2,0.566,11.31,34,0,10.2
96.31,49.77,63.47,2,1.03,54.726,15,7,17.15
22.81,52.84,63.51,2,0.761,14.344,219,16,14.8
14.07,52.08,64.83,3,0.818,8.327,122,0,14.16
63.43,44.75,59.69,4,1.096,30.467,159,10,20.01
167.99,31.51,40.33,4,1.38,52.063,111,21,28.22
44.41,48.82,57.57,5,1.183,22.636,114,3,19.24
18.01,53.84,70.94,3,1.001,11.176,9,1,14.47
12.21,53.98,67.5,1,1.091,7.481,64,15,15.98
60.88,42.52,58.41,4,1.014,26.661,20,5,20.57
148.97,40.3,56.21,5,1.412,57.21,95,4,25.72
84.31,43.08,51.98,3,0.886,41.425,5,13,18.28
82.94,40.63,54.76,7,1.411,32.688,176,14,23.59
22.43,58.61,74.49,3,0.759,17.073,65,19,13.17
150.6,38.52,54.46,6,1.388,55.443,163,2,25.87
12.13,57.44,70.19,2,0.549,8.672,12,18,11.81
12.87,55.76,69.31,4,0.964,8.288,8,16,12.21
37.82,49.24,63.86,5,0.758,21.87,93,16,13.04
60.22,46.96,54.09,2,0.975,29.921,173,5,20.26
142.84,38.43,49.21,7,1.393,52.312,178,19,24.7
104.6,40.4,51.27,4,0.993,43.163,120,2,24.42
62.17,43.3,59.78,5,1.339,26.873,135,16,25.28
92.39,42.65,55.08,4,1.192,39.991,151,3,24.17
130.09,36.86,50.36,5,1.394,43.823,148,15,27.99
31.77,46.76,58.26,5,1.282,16.136,163,10,18.99
43.7,50.23,63.39,4,1.138,23.931,7,4,16.6
27.97,58.36,67.07,1,0.688,18.927,94,4,13.77
112.64,43.71,57.61,5,1.146,49.246,184,10,23.63
123.19,42.32,50.27,4,1.114,52.21,97,8,22.42
158.99,35.69,48.51,7,1.216,52.58,33,10,25.65
69.83,48.31,64.48,5,1.138,37.0,146,10,19.15
49.3,46.42,54.68,3,0.727,24.797,67,0,19.1
55.18,53.57,65.44,2,0.844,32.66,112,10,17.95
120.48,41.99,53.82,5,1.289,51.778,114,9,23.22
98.22,43.74,52.82,2,0.878,41.585,153,9,24.51
130.86,40.26,54.65,7,1.551,49.398,204,5,26.28
22.07,48.59,65.69,6,1.182,11.026,152,4,18.24
72.53,46.23,54.67,5,0.908,33.806,219,2,23.5
117.04,38.87,46.47,6,1.208,48.409,5,14,25.03
84.0,42.1,49.28,5,1.264,33.842,172,13,25.43
39.95,48.11,56.93,1,1.267,22.229,92,19,18.44
52.34,44.59,59.61,6,1.314,24.62,160,5,18.69
14.21,56.34,67.91,1,0.49,9.896,19,9,11.62
169.25,34.66,43.17,9,1.791,51.867,116,4,28.64
79.36,49.93,59.75,2,0.741,42.366,7,22,20.22
142.24,38.62,49.62,7,1.339,52.964,146,18,27.91
23.73,54.23,65.23,3,0.9,14.883,48,3,15.91
30.9,53.94,71.22,6,0.905,18.536,32,19,13.72
58.0,54.43,71.17,3,0.919,34.489,18,22,17.08
13.99,61.25,68.9,1,0.59,11.279,59,15,8.25
103.77,40.2,49.17,3,1.084,38.541,211,23,27.83
48.65,47.53,57.36,5,1.365,23.178,216,4,20.74
23.39,54.36,68.37,5,1.045,15.17,18,6,13.94
55.5,45.97,55.7,5,1.233,24.029,215,15,25.37
223.25,25.65,39.66,7,1.462,55.052,129,12,26.57
66.81,53.09,60.56,1,0.96,37.925,71,17,21.87
83.12,42.88,58.83,3,0.869,38.515,207,23,19.14
102.43,44.21,55.45,3,1.175,45.684,53,5,23.92
145.32,36.85,44.37,9,1.415,49.293,40,20,26.5
73.75,45.88,60.61,2,0.688,36.427,51,3,17.42
49.09,53.1,64.62,2,0.787,29.912,32,11,17.41
20.04,49.7,60.12,1,0.485,11.53,107,10,17.41
104.11,44.72,53.73,1,0.879,46.38,31,19,24.98
35.68,48.81,59.57,2,0.934,19.006,50,10,18.04
22.11,57.09,69.49,2,0.618,14.767,82,19,13.55
122.09,45.4,54.73,2,1.082,54.636,143,3,24.93
73.59,51.1,60.24,3,1.0,40.749,188,23,19.6
78.99,43.52,53.48,6,1.35,36.992,17,4,21.09
93.88,45.11,56.03,4,1.112,42.08,139,14,25.33
44.56,50.42,60.55,1,0.868,24.712,23,11,21.16
134.07,41.12,54.3,4,1.142,52.056,217,2,27.03
54.22,53.42,68.93,3,1.142,32.166,61,12,18.88
70.04,46.69,64.02,5,0.924,34.5,188,20,19.89
67.69,35.97,49.88,5,1.151,23.897,171,12,25.89
162.38,35.56,45.09,5,1.535,56.909,72,16,25.69
49.92,55.19,62.44,2,0.888,31.83,71,23,15.89
15.36,50.62,61.36,2,0.741,8.328,70,7,16.86
135.31,41.9,55.69,7,1.562,52.735,104,0,28.57
49.19,50.17,66.26,3,0.701,27.934,97,16,13.73
80.47,43.77,52.89,5,1.129,36.739,144,18,20.5
39.83,48.0,65.56,4,0.84,20.186,102,3,19.39
12.48,57.34,72.63,7,1.258,8.167,173,8,12.81
14.66,58.96,74.38,1,0.613,11.344,103,8,11.64
31.23,61.63,69.62,3,0.957,21.228,68,18,15.41
108.16,44.77,58.9,3,1.117,49.403,72,21,21.38
132.18,43.24,54.11,3,1.094,57.564,161,17,25.36
19.45,58.69,67.67,6,1.23,12.221,31,7,12.48
93.07,42.3,50.63,3,1.209,39.69,63,14,21.8
107.49,48.68,66.37,3,1.003,54.718,69,6,21.96
39.35,51.59,64.87,2,1.034,22.462,142,15,16.6
194.19,33.43,42.34,11,1.804,54.25,29,23,30.65
57.78,49.66,64.58,5,1.083,30.523,99,15,21.68
48.89,48.93,63.52,5,1.279,24.328,148,18,23.19
124.1,39.06,49.62,3,1.142,48.501,203,17,28.07
20.41,49.86,66.6,1,0.738,11.737,96,11,16.07
66.61,45.47,60.07,2,1.069,31.634,216,3,21.32
24.03,58.15,68.21,2,0.745,17.004,134,23,12.06
67.55,43.79,53.76,4,0.974,30.262,170,8,20.47
74.24,40.94,50.4,2,0.867,33.641,54,21,19.71
68.24,53.21,64.32,2,1.085,38.654,201,20,22.2
19.84,56.01,69.77,2,0.686,13.803,57,16,9.47
110.08,41.46,57.65,3,1.154,47.932,30,13,22.5
128.25,41.01,53.03,6,1.226,53.81,18,6,21.64
129.67,38.18,45.6,2,1.07,52.082,144,3,22.55
88.04,43.55,58.69,10,1.598,36.063,138,20,23.79
70.05,53.84,69.82,1,0.845,41.227,44,23,18.2
153.61,37.28,48.33,4,1.357,53.188,193,16,28.2
20.33,50.14,67.51,1,0.609,12.016,61,23,14.11
82.26,47.08,54.57,5,0.978,42.902,134,5,18.49
83.14,40.7,56.27,2,0.847,35.776,115,12,21.26
93.47,44.69,60.01,3,1.115,43.481,130,4,22.63
20.89,59.57,75.96,1,0.582,16.602,163,12,10.41
48.51,45.55,61.85,7,1.38,21.82,204,21,20.96
166.41,36.4,46.47,4,1.326,53.709,159,7,31.1
23.28,46.39,54.15,5,1.007,11.306,199,10,18.32
160.2,37.0,51.77,6,1.403,54.165,191,12,29.61
86.51,50.31,60.89,6,1.39,43.615,79,11,21.24
35.24,51.08,68.9,3,0.986,19.736,123,23,16.01
75.51,50.01,58.95,3,1.018,42.251,44,10,17.5
183.63,32.58,40.8,7,1.358,52.829,203,6,32.35
31.09,49.6,60.03,3,0.831,16.884,212,7,18.9
98.4,44.58,61.0,7,1.41,42.109,195,7,26.56
168.19,36.91,51.58,11,1.563,55.994,163,7,27.82
36.08,48.77,62.59,3,1.177,19.496,186,21,18.09
209.04,29.35,41.59,9,1.773,53.652,174,12,31.74
24.16,51.47,61.5,5,1.212,13.149,51,9,18.06
104.42,43.92,51.09,4,1.059,43.962,58,3,24.02
12.32,59.48,69.96,0,0.68,8.97,117,23,14.18
93.17,37.43,52.46,3,1.137,33.742,93,3,25.25
13.57,60.78,73.84,4,0.63,9.316,162,8,11.14
156.71,38.93,47.11,4,1.122,56.808,162,16,28.43
150.3,35.19,42.56,5,1.417,49.719,214,0,28.02
133.46,40.47,54.54,4,1.285,50.877,173,7,28.38
169.43,34.26,51.53,8,1.593,54.154,3,22,29.16
114.71,40.2,51.31,7,1.338,43.595,75,0,24.05
31.96,56.9,68.59,0,0.655,21.446,72,5,11.76
142.97,41.05,58.85,2,0.994,57.995,139,2,24.71
45.68,48.33,56.17,6,1.019,24.524,75,16,17.43
149.0,36.34,52.59,5,1.221,51.328,215,0,26.63
87.4,51.26,64.96,2,1.047,45.17,64,1,23.99
65.78,52.33,62.26,2,0.793,39.218,96,11,17.48
100.85,41.92,49.67,6,1.116,41.111,180,17,21.82
10.0,58.13,69.77,1,0.601,6.509,81,21,7.83
59.25,52.32,66.2,0,0.678,36.027,10,5,16.47
13.84,62.62,80.26,1,0.554,11.384,73,13,9.94
150.37,39.47,54.46,5,1.256,57.95,79,19,26.81
39.84,44.01,61.97,8,1.234,17.355,135,17,18.62
143.66,36.41,46.14,4,1.037,50.216,156,23,28.09
106.62,45.38,54.73,4,1.145,47.24,121,1,26.04
108.51,39.8,57.23,8,1.367,41.043,90,1,24.2
76.15,46.38,54.39,5,1.082,36.165,111,16,21.72
40.48,59.15,70.52,1,0.665,28.544,32,8,13.71
89.1,46.09,56.15,4,0.986,45.781,40,17,20.49
44.9,53.79,70.04,5,1.008,26.505,134,17,18.18
146.0,33.81,47.9,7,1.375,45.382,190,10,28.71
29.85,49.92,60.13,4,0.998,15.924,115,23,16.89
162.9,34.63,46.36,6,1.615,48.671,14,21,28.86
98.1,44.14,52.49,7,1.456,46.158,216,8,19.92
99.78,45.73,54.06,4,1.004,45.745,71,0,21.67
65.85,41.13,54.72,6,1.214,27.542,164,23,21.88
125.15,37.76,54.45,12,1.827,42.657,197,23,28.91
72.29,45.11,55.42,8,1.446,32.747,216,21,21.83
38.68,47.55,61.74,4,0.898,20.363,26,1,15.29
56.63,51.18,59.85,3,0.976,30.674,41,17,17.06
47.65,50.66,61.0,4,1.117,27.113,142,23,17.68
29.41,48.98,64.71,5,1.232,14.833,167,9,17.31
15.52,47.07,65.0,5,1.14,7.277,183,18,22.86
78.27,46.46,54.69,5,1.183,40.205,121,12,19.49
110.01,42.01,55.95,4,1.354,44.665,35,11,23.19
36.45,56.76,67.52,4,1.108,22.45,157,17,18.25
211.11,31.14,46.4,9,1.554,57.843,147,13,30.56
24.76,58.51,69.4,1,0.595,17.81,103,16,14.01
93.5,41.75,53.33,4,0.935,37.867,140,5,23.39
123.06,38.62,46.2,5,1.341,48.528,47,6,21.85
123.11,39.54,54.7,6,1.197,43.587,178,15,27.57
40.34,59.21,76.61,2,0.88,26.92,11,13,14.86
126.46,41.16,51.99,4,1.072,50.635,184,9,26.43
152.32,32.03,49.27,8,1.64,44.845,184,20,27.2
30.26,54.67,70.6,3,0.863,19.675,151,8,15.1
129.27,36.09,49.12,10,1.642,44.507,179,11,26.12
42.7,53.81,68.96,3,1.037,23.521,200,7,19.8
33.36,50.41,61.56,2,0.744,20.059,36,13,15.15
45.97,53.05,69.92,3,1.2,26.037,120,13,18.98
45.84,53.49,69.71,4,0.742,27.069,142,7,19.82
12.5,50.64,60.15,4,1.097,7.211,207,18,16.85
37.15,47.46,58.49,4,0.961,20.05,162,3,16.97
81.2,50.21,64.37,3,0.976,41.715,131,18,23.15
54.67,45.51,60.84,6,1.055,25.729,123,1,20.09
77.08,46.54,57.78,3,0.997,39.085,32,6,17.02
87.31,47.14,56.42,4,1.199,40.229,70,9,25.9
164.19,36.91,49.29,9,1.646,56.913,95,10,24.95
70.42,41.73,53.63,4,1.082,28.491,193,15,23.17
76.92,45.51,57.15,4,0.964,36.983,189,22,21.6
93.51,48.25,59.71,5,1.125,43.458,141,18,23.93
89.43,40.25,50.79,1,0.651,41.321,24,13,18.03
73.78,45.4,53.34,5,1.394,33.839,158,2,23.09
96.62,46.93,57.62,5,1.255,47.404,101,23,20.99
89.04,45.94,53.79,6,1.562,40.23,143,7,24.74
98.44,40.91,55.6,3,1.055,40.949,95,14,23.71
34.53,52.7,61.79,6,1.337,21.225,158,19,15.52
110.58,42.81,55.95,4,1.196,47.347,48,16,21.76
67.14,47.36,55.64,3,1.133,35.53,32,2,19.33
127.49,39.0,52.57,5,1.467,50.001,49,6,25.75
26.01,50.54,67.12,4,1.015,14.591,203,23,16.08
43.93,54.34,65.73,3,0.862,26.561,17,18,18.57
102.04,40.9,54.58,8,1.623,42.576,63,15,21.46
124.88,42.7,50.37,5,1.071,53.247,76,10,23.58
157.9,36.15,53.81,5,1.422,51.104,184,22,32.19
113.55,35.64,52.96,8,1.409,37.956,79,17,24.82
126.19,37.08,46.06,7,1.52,44.502,196,17,26.18
51.78,47.43,56.41,1,0.72,27.657,217,21,20.43
26.87,54.16,66.8,4,0.897,15.354,143,23,20.05
53.6,52.91,67.75,3,0.909,31.588,76,20,15.98
126.09,43.77,55.35,3,0.97,55.669,132,15,22.13
49.35,48.33,62.8,5,1.219,25.759,147,5,16.22
64.45,48.47,59.6,4,1.215,33.721,24,6,18.45
214.86,28.99,36.39,6,1.454,55.067,183,3,31.88
15.61,61.15,72.55,2,0.839,11.715,96,19,10.45
16.22,54.03,62.89,6,1.279,9.175,186,8,18.55
113.95,35.17,46.28,8,1.411,38.433,134,5,25.44
43.7,49.13,57.8,5,0.878,24.433,189,17,16.55
97.73,41.86,54.4,2,0.835,40.716,18,13,23.36
57.42,42.61,51.21,5,1.035,26.85,10,5,20.21
75.21,42.42,59.76,5,1.264,32.797,25,8,23.26
212.16,29.41,44.14,8,1.595,56.235,192,11,28.32
80.95,40.11,48.13,5,1.212,30.571,218,19,26.24
85.47,46.57,59.15,5,0.914,41.419,219,0,19.26
147.57,40.88,48.16,8,1.267,57.83,73,18,23.91
56.87,43.52,54.08,2,0.805,27.01,58,1,19.37
10.28,56.96,72.19,2,0.919,6.969,77,20,15.23
114.87,35.73,44.92,3,0.821,42.735,179,2,22.59
69.83,51.06,61.64,0,0.732,39.56,56,5,15.49
41.07,54.33,66.61,4,1.162,24.765,120,8,16.54
106.54,44.73,60.51,8,1.326,44.173,142,23,26.44
141.4,34.43,45.53,8,1.527,45.881,80,9,25.3
31.57,52.54,68.71,3,0.872,18.357,104,19,20.13
29.15,51.63,65.1,0,0.753,16.469,146,6,18.58
94.14,42.91,54.73,3,0.83,41.593,174,9,23.28
60.76,43.38,57.99,3,1.002,28.463,42,12,19.48
19.73,54.78,71.57,2,0.772,12.956,113,3,12.42
20.76,53.07,63.78,1,0.648,12.259,34,0,17.42
10.0,59.57,70.58,0,0.597,6.842,4,8,9.6
20.17,49.98,61.2,4,0.937,10.63,142,18,17.8
85.89,45.53,52.9,6,0.893,41.153,106,2,20.21
140.21,39.09,53.87,6,1.332,54.784,57,19,24.94
133.25,36.25,51.19,5,1.436,47.469,13,14,25.51
74.61,41.88,58.49,4,1.178,31.284,208,6,24.31
92.71,44.67,56.88,5,1.004,42.277,182,2,24.21
95.85,40.25,54.13,7,1.569,36.906,205,13,26.1
32.43,48.67,59.53,3,0.815,18.445,25,10,15.14
54.69,46.39,55.24,5,1.157,27.069,4,2,17.78
50.01,52.56,62.69,2,0.906,31.134,48,16,13.14
38.76,47.21,64.18,3,1.072,20.496,23,20,17.82
135.84,40.78,48.99,3,1.242,54.92,101,10,24.39
32.59,53.25,61.41,4,0.919,20.831,142,10,15.99
91.95,45.94,53.62,3,1.316,42.27,43,21,24.66
48.51,45.43,61.88,3,1.129,23.403,87,9,19.13
79.33,41.75,58.5,3,0.942,31.145,119,5,28.21
104.7,41.21,50.37,4,1.183,42.855,70,20,26.38
96.77,46.76,63.35,3,1.149,45.717,101,12,23.79
32.63,53.2,63.48,3,1.126,18.564,130,22,19.83
68.71,46.37,54.77,0,0.601,34.726,209,21,21.67
81.13,45.32,61.55,3,1.099,39.375,68,19,19.87
10.0,66.32,78.07,3,0.69,8.303,20,8,9.75
84.84,50.02,62.23,3,0.985,45.525,191,17,20.0
96.75,40.79,54.94,7,1.349,38.701,127,11,20.67
89.11,43.83,54.48,6,1.453,39.46,104,18,23.14
26.66,53.74,69.88,1,0.475,16.973,158,22,14.54
67.2,46.2,57.69,4,1.192,31.87,215,17,22.28
62.37,51.25,66.86,3,1.007,35.792,28,11,18.67
56.02,43.84,55.16,5,1.274,24.335,189,23,22.86
88.21,46.82,57.27,6,1.405,41.739,140,20,20.44
13.27,55.12,63.31,2,0.804,8.524,129,5,13.55
75.99,41.74,52.27,8,1.306,32.586,190,22,18.52
16.75,54.28,71.15,4,1.095,9.567,67,11,16.16
72.41,41.83,55.83,5,1.134,29.048,173,6,24.13
111.95,47.22,57.86,5,1.074,52.427,125,7,23.05
63.07,46.16,57.59,2,0.825,29.646,205,18,21.47
151.72,40.31,57.84,4,1.156,57.046,103,9,27.4
126.31,38.49,48.66,8,1.363,45.351,158,15,26.24
113.79,46.22,60.06,5,1.14,55.252,109,10,20.6
120.74,42.03,53.27,5,1.192,51.585,87,23,22.78
116.93,42.54,58.23,5,1.074,50.62,83,3,22.97
48.86,43.34,52.61,2,1.062,23.497,202,14,19.91
131.39,39.23,52.64,6,1.353,48.869,184,8,26.98
41.97,50.84,65.15,4,0.923,23.84,50,19,17.31
173.57,30.87,39.17,4,1.449,50.151,190,22,29.04
63.39,46.88,58.16,3,1.025,30.658,128,8,21.56
10.57,54.26,68.9,0,0.724,6.93,23,21,13.68
153.99,35.37,51.19,7,1.395,53.568,168,14,26.37
110.95,39.2,53.21,8,1.722,42.383,36,1,24.54
132.31,35.84,46.52,6,1.339,41.866,192,18,30.17
157.05,36.36,53.22,7,1.629,51.64,100,13,26.3
167.52,38.03,49.91,7,1.439,56.019,201,23,29.57
121.87,38.42,52.88,4,1.093,45.973,106,11,23.77
56.56,55.24,71.87,2,0.929,35.852,19,6,18.23
32.3,44.62,56.12,4,0.871,15.688,168,4,19.43
144.35,33.4,42.89,6,1.648,43.444,160,1,30.56
68.53,45.66,54.92,5,0.879,32.332,67,16,20.2
61.28,50.88,67.37,2,0.775,33.578,45,23,17.13
90.8,42.6,59.32,2,1.019,40.169,190,15,23.81
114.24,40.93,57.29,7,1.415,45.577,171,14,24.05
43.3,44.89,52.64,4,1.113,19.926,66,0,19.86
38.65,51.72,58.96,3,1.204,22.84,154,0,18.81
30.55,51.57,64.92,0,0.585,18.906,53,11,15.62
122.22,39.38,50.13,6,1.403,45.381,40,12,25.64
53.27,48.26,55.74,3,1.137,30.4,146,10,15.31
77.0,46.43,53.5,5,1.078,37.167,183,22,22.7
67.83,47.5,57.7,4,0.902,33.899,202,7,19.09
134.43,37.82,53.49,3,1.29,50.166,102,23,23.03
84.19,42.85,51.03,1,1.014,36.484,32,6,23.05
134.13,41.97,49.66,4,1.107,56.973,120,7,24.76
88.17,43.11,55.57,6,1.06,37.238,150,7,23.77
61.24,52.1,65.3,8,1.396,32.375,213,18,19.22
12.1,62.37,74.02,2,0.665,9.695,25,7,11.38
55.83,47.42,62.14,5,0.977,28.314,144,11,19.9
53.37,42.98,52.39,5,1.078,23.783,113,2,21.15
77.87,44.97,54.66,3,1.107,36.483,129,9,22.06
46.32,48.36,65.0,6,1.382,24.482,21,4,18.0
34.73,55.04,72.36,3,1.027,22.431,4,18,14.34
131.17,43.58,57.4,3,0.935,57.947,133,19,24.02
39.06,53.87,62.98,2,0.679,22.985,44,6,15.95
164.03,33.38,44.38,7,1.451,50.337,135,23,28.72
126.33,37.85,45.79,5,1.339,48.192,6,10,24.63
34.08,54.61,70.39,1,0.314,23.211,176,20,11.88
50.07,47.59,54.78,2,0.76,26.086,73,5,18.52
98.74,43.09,58.08,3,1.028,44.675,99,20,23.24
42.98,54.01,69.55,4,0.91,26.373,76,3,15.23
13.55,53.43,60.54,1,0.646,8.634,92,8,17.38
47.34,53.89,71.03,2,0.65,32.417,117,9,12.43
84.82,40.19,49.91,8,1.535,33.845,142,4,23.3
50.47,46.31,58.09,7,1.291,23.636,152,23,19.21
14.0,56.52,67.67,2,0.557,9.25,217,7,12.59
55.14,49.8,67.72,3,1.016,29.051,40,10,18.89
198.91,32.01,48.28,7,1.542,56.048,191,0,31.29
193.2,32.18,50.01,11,1.754,54.39,132,16,30.99
137.95,37.12,46.64,4,1.033,49.471,68,4,26.21
60.24,42.19,56.12,5,1.337,25.556,201,6,23.08
32.18,45.48,61.48,4,1.003,15.944,155,22,20.17
189.15,31.6,44.64,6,1.262,56.724,41,20,25.52
176.15,30.96,42.0,5,1.142,50.748,39,2,27.24
27.14,51.88,65.0,1,1.005,16.559,145,14,17.28
54.66,51.22,65.45,4,1.091,28.423,160,17,21.41
73.57,44.81,61.31,3,0.894,37.502,10,22,18.88
64.11,54.78,69.77,1,0.562,37.852,138,5,19.47
79.12,49.56,61.9,5,1.013,39.722,117,7,18.67
144.42,40.26,51.23,8,1.453,55.444,213,5,25.95
20.7,56.07,73.5,1,0.872,14.464,163,12,13.52
134.97,41.22,51.11,5,1.195,52.581,200,14,26.39
38.22,50.4,61.77,3,0.976,20.744,8,4,16.5
83.93,41.67,49.94,6,1.434,34.908,168,0,21.86
90.16,41.72,58.21,11,1.828,35.014,74,3,23.74
119.0,37.46,47.94,5,1.604,42.432,122,5,26.56
56.97,42.96,50.08,3,0.93,24.571,193,14,23.05
23.86,48.65,65.86,4,1.15,12.426,191,4,21.31
118.41,43.69,56.4,5,1.278,50.03,50,19,23.16
27.0,47.9,60.27,2,0.985,15.792,53,15,17.82
37.89,46.12,56.69,3,1.018,18.846,159,4,20.08
20.97,48.32,57.43,4,0.859,10.58,193,23,19.35
85.83,38.82,53.9,6,1.253,32.736,135,16,23.41
